"common_name","cpue_kg_per_ha_der","date_dim$full_date","date_dim$year","depth_m","field_identified_taxonomy_dim$scientific_name","latitude_dd","leg","longitude_dd","partition","pass","performance","project","sampling_end_hhmmss","sampling_start_hhmmss","scientific_name","station_code","statistical_partition_dim$statistical_partition_type","subsample_count","subsample_wt_kg","target_station_design_dim$stn_invalid_for_trawl_date_whid","total_catch_numbers","total_catch_wt_kg","trawl_id","vessel"
"darkblotched rockfish","0.159504322770","2010-09-09 00:00:00","2010","219.0000","Sebastes crameri","43.22750000","2","-124.72194444","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","115041","113259","Sebastes crameri","10298","NA","2","0.2600","0","2","0.2600","201003018070","Raven"
"Pacific halibut","9.965364685863","2010-09-09 00:00:00","2010","103.3000","Hippoglossus stenolepis","42.99416667","2","-124.59833333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","142331","140541","Hippoglossus stenolepis","10438","NA","2","16.6000","0","2","16.6000","201003018071","Raven"
"darkblotched rockfish","0.965791250031","2010-09-10 00:00:00","2010","245.5000","Sebastes crameri","42.89166667","2","-124.83611111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","071309","065510","Sebastes crameri","10484","NA","5","1.6500","0","5","1.6500","201003018073","Raven"
"Pacific halibut","131.698806822422","2010-09-10 00:00:00","2010","245.5000","Hippoglossus stenolepis","42.89166667","2","-124.83611111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","071309","065510","Hippoglossus stenolepis","10484","NA","20","225.0000","0","20","225.0000","201003018073","Raven"
"Pacific halibut","3.667154785611","2010-09-10 00:00:00","2010","91.7000","Hippoglossus stenolepis","42.83333333","2","-124.67500000","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","123648","121932","Hippoglossus stenolepis","10520","NA","1","5.7000","0","1","5.7000","201003018075","Raven"
"darkblotched rockfish","0.159687076835","2010-09-12 00:00:00","2010","127.1000","Sebastes crameri","42.11916667","2","-124.51861111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","101305","095524","Sebastes crameri","10899","NA","6","0.2800","0","6","0.2800","201003018082","Raven"
"Pacific halibut","8.431220547402","2010-09-18 00:00:00","2010","123.5000","Hippoglossus stenolepis","41.40527778","3","-124.41361111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","071859","070134","Hippoglossus stenolepis","11461","NA","1","15.3000","0","1","15.3000","201003018093","Raven"
"darkblotched rockfish","0.936802283045","2010-09-18 00:00:00","2010","123.5000","Sebastes crameri","41.40527778","3","-124.41361111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","071859","070134","Sebastes crameri","11461","NA","13","1.7000","0","13","1.7000","201003018093","Raven"
"darkblotched rockfish","0.040744805688","2010-09-18 00:00:00","2010","98.4000","Sebastes crameri","41.28250000","3","-124.29472222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","110754","105020","Sebastes crameri","11543","NA","1","0.0800","0","1","0.0800","201003018095","Raven"
"darkblotched rockfish","0.031484314603","2010-09-18 00:00:00","2010","95.0000","Sebastes crameri","41.18944444","3","-124.27305556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","133238","131359","Sebastes crameri","11626","NA","2","0.0600","0","2","0.0600","201003018096","Raven"
"Pacific halibut","11.739115074097","2010-09-19 00:00:00","2010","89.4000","Hippoglossus stenolepis","40.62833333","3","-124.46777778","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","111302","105537","Hippoglossus stenolepis","11944","NA","","","0","","20.6000","201003018099","Raven"
"darkblotched rockfish","0.011397199101","2010-09-19 00:00:00","2010","89.4000","Sebastes crameri","40.62833333","3","-124.46777778","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","111302","105537","Sebastes crameri","11944","NA","1","0.0200","0","1","0.0200","201003018099","Raven"
"darkblotched rockfish","0.037079786642","2010-09-19 00:00:00","2010","123.2000","Sebastes crameri","40.56500000","3","-124.53750000","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","133449","131514","Sebastes crameri","11967","NA","1","0.0800","0","1","0.0800","201003018100","Raven"
"darkblotched rockfish","0.226986387135","2010-09-20 00:00:00","2010","153.2000","Sebastes crameri","39.53388889","3","-123.93138889","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","155542","153445","Sebastes crameri","12925","NA","6","0.5100","0","6","0.5100","201003018106","Raven"
"darkblotched rockfish","0.077109084020","2010-09-22 00:00:00","2010","131.2000","Sebastes crameri","38.43111111","3","-123.42305556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","113226","111228","Sebastes crameri","13496","NA","1","0.1600","0","1","0.1600","201003018114","Raven"
"yelloweye rockfish","","2012-05-27 00:00:00","2012","148.4000","Sebastes ruberrimus","48.03361111","1","-125.21055556","NA","1","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","Sebastes ruberrimus","5121","NA","1","4.7000","0","1","4.7000","201203017025","Noahs Ark"
"Pacific halibut","12.911710889220","2010-09-02 00:00:00","2010","74.7000","Hippoglossus stenolepis","44.44361111","1","-124.35083333","NA","2","Satisfactory","Hypoxia Study","130514","125102","Hippoglossus stenolepis","9233","NA","1","17.9000","0","1","17.9000","201007008008","Excalibur"
"darkblotched rockfish","0.451535960098","2011-08-21 00:00:00","2011","374.1000","Sebastes crameri","46.66111111","1","-124.79944444","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","124621","123007","Sebastes crameri","6930","NA","1","0.7000","0","1","0.7000","201103008007","Excalibur"
"darkblotched rockfish","0.987426681098","2011-08-21 00:00:00","2011","298.6000","Sebastes crameri","46.94027778","1","-124.83638889","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","193959","192313","Sebastes crameri","6682","NA","3","1.4500","0","3","1.4500","201103008010","Excalibur"
"yelloweye rockfish","4.495024174164","2011-08-22 00:00:00","2011","187.4000","Sebastes ruberrimus","48.15638889","1","-125.66083333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","180427","174746","Sebastes ruberrimus","4900","NA","2","7.3500","0","2","7.3500","201103008013","Excalibur"
"darkblotched rockfish","0.281321240832","2011-08-22 00:00:00","2011","187.4000","Sebastes crameri","48.15638889","1","-125.66083333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","180427","174746","Sebastes crameri","4900","NA","1","0.4600","0","1","0.4600","201103008013","Excalibur"
"darkblotched rockfish","12.730682467156","2011-08-23 00:00:00","2011","237.4000","Sebastes crameri","48.20500000","1","-124.98027778","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","091019","085414","Sebastes crameri","4836","NA","36","18.8000","0","36","18.8000","201103008015","Excalibur"
"darkblotched rockfish","0.297834996813","2011-08-23 00:00:00","2011","153.6000","Sebastes crameri","48.17611111","1","-124.95944444","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","102216","100620","Sebastes crameri","4919","NA","3","0.4500","0","3","0.4500","201103008016","Excalibur"
"darkblotched rockfish","0.012547811358","2011-08-23 00:00:00","2011","125.2000","Sebastes crameri","48.00111111","1","-125.05833333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","151422","145751","Sebastes crameri","5173","NA","1","0.0200","0","1","0.0200","201103008018","Excalibur"
"darkblotched rockfish","0.042871732642","2011-08-25 00:00:00","2011","118.9000","Sebastes crameri","46.99694444","1","-124.70750000","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","090133","084513","Sebastes crameri","6619","NA","2","0.0600","0","2","0.0600","201103008026","Excalibur"
"darkblotched rockfish","29.171572568952","2011-08-26 00:00:00","2011","310.8000","Sebastes crameri","46.54194444","1","-124.63472222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","071030","065428","Sebastes crameri","7060","NA","57","44.0500","0","57","44.0500","201103008030","Excalibur"
"Pacific halibut","2.516503422520","2011-08-26 00:00:00","2011","310.8000","Hippoglossus stenolepis","46.54194444","1","-124.63472222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","071030","065428","Hippoglossus stenolepis","7060","NA","","","0","","3.8000","201103008030","Excalibur"
"darkblotched rockfish","0.880084908812","2011-08-27 00:00:00","2011","152.9000","Sebastes crameri","45.86500000","1","-124.44833333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","093911","092254","Sebastes crameri","7768","NA","8","1.3500","0","8","1.3500","201103008034","Excalibur"
"yelloweye rockfish","2.326122508208","2011-08-27 00:00:00","2011","212.6000","Sebastes ruberrimus","45.72888889","1","-124.60861111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","120655","115040","Sebastes ruberrimus","7908","NA","2","3.3500","0","2","3.3500","201103008035","Excalibur"
"darkblotched rockfish","10.068291453437","2011-08-27 00:00:00","2011","212.6000","Sebastes crameri","45.72888889","1","-124.60861111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","120655","115040","Sebastes crameri","7908","NA","30","14.5000","0","30","14.5000","201103008035","Excalibur"
"darkblotched rockfish","26.382140969057","2011-08-27 00:00:00","2011","292.4000","Sebastes crameri","45.73083333","1","-124.74194444","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","161925","160303","Sebastes crameri","7904","NA","64","40.7500","0","64","40.7500","201103008036","Excalibur"
"darkblotched rockfish","15.381882494982","2011-08-28 00:00:00","2011","244.7000","Sebastes crameri","45.53888889","1","-124.46777778","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","091854","090237","Sebastes crameri","8119","NA","49","23.1500","0","49","23.1500","201103008038","Excalibur"
"darkblotched rockfish","0.649813461462","2011-08-28 00:00:00","2011","155.0000","Sebastes crameri","45.43111111","1","-124.22666667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","115622","113952","Sebastes crameri","8228","NA","6","1.0000","0","6","1.0000","201103008039","Excalibur"
"darkblotched rockfish","1.626140127050","2011-08-29 00:00:00","2011","140.4000","Sebastes crameri","45.05888889","1","-124.21944444","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","065021","063310","Sebastes crameri","8611","NA","17","2.7500","0","17","2.7500","201103008042","Excalibur"
"Pacific halibut","5.002968240197","2011-09-06 00:00:00","2011","95.5000","Hippoglossus stenolepis","44.72305556","2","-124.30583333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","092349","090737","Hippoglossus stenolepis","8955","NA","","","0","","7.4300","201103008045","Excalibur"
"darkblotched rockfish","41.482393973258","2011-09-07 00:00:00","2011","270.8000","Sebastes crameri","44.78083333","2","-124.71916667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","122053","120517","Sebastes crameri","8910","NA","68","40.2500","0","103","60.8500","201103008051","Excalibur"
"darkblotched rockfish","0.488223658474","2011-09-08 00:00:00","2011","450.1000","Sebastes crameri","44.74805556","2","-124.80361111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","113535","112019","Sebastes crameri","8941","NA","1","0.7500","0","1","0.7500","201103008055","Excalibur"
"darkblotched rockfish","0.024759215772","2011-09-10 00:00:00","2011","105.0000","Sebastes crameri","43.87555556","2","-124.28916667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","125726","124145","Sebastes crameri","9754","NA","1","0.0400","0","1","0.0400","201103008064","Excalibur"
"darkblotched rockfish","0.100603273160","2011-09-11 00:00:00","2011","122.8000","Sebastes crameri","44.02194444","2","-124.42722222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","071240","065612","Sebastes crameri","9626","NA","3","0.1600","0","3","0.1600","201103008066","Excalibur"
"darkblotched rockfish","20.692392931614","2011-09-15 00:00:00","2011","170.9000","Sebastes crameri","43.41722222","3","-124.61166667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","100852","095300","Sebastes crameri","10159","NA","125","32.8000","0","125","32.8000","201103008071","Excalibur"
"darkblotched rockfish","0.673776583373","2011-09-15 00:00:00","2011","328.9000","Sebastes crameri","43.54916667","3","-124.64166667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","124853","123240","Sebastes crameri","10047","NA","2","1.1000","0","2","1.1000","201103008072","Excalibur"
"darkblotched rockfish","0.167343047800","2011-09-17 00:00:00","2011","206.8000","Sebastes crameri","43.22388889","3","-124.71444444","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","090646","085113","Sebastes crameri","10298","NA","1","0.2600","0","1","0.2600","201103008081","Excalibur"
"darkblotched rockfish","1.352843797584","2011-09-17 00:00:00","2011","191.4000","Sebastes crameri","42.79194444","3","-124.73166667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","132536","130939","Sebastes crameri","10534","NA","11","2.0500","0","12","2.2300","201103008082","Excalibur"
"darkblotched rockfish","0.440323589461","2011-09-20 00:00:00","2011","147.8000","Sebastes crameri","41.53694444","3","-124.45861111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","091024","085432","Sebastes crameri","11346","NA","11","0.6800","0","11","0.6800","201103008091","Excalibur"
"darkblotched rockfish","0.195561445039","2011-09-21 00:00:00","2011","102.6000","Sebastes crameri","41.19472222","3","-124.28611111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","071753","070155","Sebastes crameri","11625","NA","10","0.3300","0","10","0.3300","201103008094","Excalibur"
"darkblotched rockfish","0.533202482653","2011-09-21 00:00:00","2011","320.8000","Sebastes crameri","41.13583333","3","-124.38666667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","091356","085753","Sebastes crameri","11668","NA","1","0.7600","0","1","0.7600","201103008095","Excalibur"
"darkblotched rockfish","1.618397416004","2011-09-21 00:00:00","2011","165.2000","Sebastes crameri","40.96194444","3","-124.37166667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","140855","135313","Sebastes crameri","11777","NA","11","2.5000","0","11","2.5000","201103008097","Excalibur"
"darkblotched rockfish","0.040763162779","2011-09-29 00:00:00","2011","126.6000","Sebastes crameri","38.54777778","4","-123.49666667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","091654","090121","Sebastes crameri","13435","NA","2","0.0600","0","2","0.0600","201103008115","Excalibur"
"darkblotched rockfish","0.046901963187","2011-09-29 00:00:00","2011","207.1000","Sebastes crameri","38.53944444","4","-123.64361111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","105622","104022","Sebastes crameri","13430","NA","1","0.0600","0","1","0.0600","201103008116","Excalibur"
"darkblotched rockfish","2.923807907792","2011-09-30 00:00:00","2011","313.6000","Sebastes crameri","37.24722222","4","-122.87861111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","154641","153124","Sebastes crameri","14322","NA","13","4.3500","0","13","4.3500","201103008121","Excalibur"
